指标名称,上证50指数,沪深300指数,中证500指数,中证1000指数:收盘价,恒生指数,中证转债:收盘价(前复权),标普500:收盘价(前复权),中间价:美元兑人民币,美元指数,SHFE黄金:收盘价,ICE布油:收盘价,SHFE螺纹钢:收盘价,房地产(申万):收盘价(前复权),中国:M2:同比,中国:社会融资规模存量:同比,市盈率:申万大盘指数,市盈率:申万小盘指数,中债-国债总财富(总值)指数:收盘价(前复权),中债-企业债总财富(总值)指数:收盘价(前复权),中债-国债总净价(总值)指数:收盘价(前复权),中债-国开行债券总财富(3-5年)指数:收盘价(前复权),中债-企业债总财富(3-5年)指数:收盘价(前复权),中债国开债到期收益率:3年,中债中短期票据到期收益率(AA):3年,中债国债到期收益率:10年,中国:平均批发价:猪肉,中国:制造业PMI,中国:固定资产投资完成额:累计同比,中国:社会消费品零售总额:当月同比(1-2月合并),中国:出口金额:当月同比,中国:进口金额:当月同比,中国:CPI:当月同比,中国:PPI:当月同比,期货收盘价(电子盘):LME3个月铜
频率,日,日,日,日,日,日,日,日,日,日,日,日,日,月,月,日,日,日,日,日,日,日,日,日,日,日,月,月,月,月,月,月,月,日
单位,点,点,点,点,点,元,美元,,1973年3月=100,元,美元,元,元,%,%,倍,倍,元,元,元,元,元,%,%,%,元/公斤,%,%,%,%,%,%,%,美元/吨
指标ID,M0020223,M0020209,M0062541,N2691645,G0001693,000832.CSI,SPX.GI,M0000185,M0000271,AU.SHF,B.IPE,RB.SHF,801180.SI,M0001385,M5525763,M0049385,M0049387,CBA00601.CS,CBA02001.CS,CBA00602.CS,CBA02531.CS,CBA02031.CS,M1004265,S0059717,S0059749,S5065106,M0017126,M0000273,M0001428,M0000607,M0000609,M0000612,M0001227,S0029750
来源,上海证券交易所,上海证券交易所,中证指数公司,中证指数有限公司,恒生指数有限公司,,,中国人民银行,行情,,,,,中国人民银行,中国人民银行,上海申银万国证券研究所,上海申银万国证券研究所,Wind计算,Wind计算,Wind计算,Wind计算,Wind计算,中债估值中心,中债估值中心,中债估值中心,农业农村部,国家统计局,国家统计局,国家统计局,海关总署,海关总署,国家统计局,国家统计局,LME
2021-12-22,3260.5711,4914.4544,7302.463,7930.8115,23102.33,433.5781,4696.56,6.3703,96.4557,368.9,75.65,4438,3440.47,,,16.95,25.83,205.6077,209.1383,120.6168,212.168,230.6457,2.6946,3.7298,2.8303,24,,,,,,,,9642
2021-12-21,3273.0313,4913.4853,7275.4675,7849.0325,22971.33,431.5622,4649.23,6.3729,96.4557,369.72,74.01,4473,3500.36,,,16.95,25.59,205.4597,209.1525,120.5396,212.039,230.6608,2.7098,3.7268,2.8508,23.92,,,,,,,,9555
2021-12-20,3255.3515,4880.4178,7195.9732,7751.9508,22744.86,428.4896,4568.02,6.393299999999999,96.51599999999999,372.34,72.08,4475,3333.62,,,16.83,25.25,205.4747,209.1922,120.5589,212.1141,230.6982,2.6882,3.7283,2.8533,23.7,,,,,,,,9459.5
2021-12-17,3278.8985,4954.7599,7314.5601,7894.1034,23192.63,431.9128,4620.64,6.365100000000001,96.6756,372.78,72.87,4505,3309.06,,,17.08,25.71,205.4602,209.1107,120.5816,212.2292,230.6041,2.6396,3.7306,2.8512,24.24,,,,,,,,9446
2021-12-16,3330.8561,5034.7321,7380.9974,8005.9752,23475.5,432.7934,4668.67,6.3637,95.99000000000001,368.08,74.62,4529,3311.15,,,17.35,26.03,205.359,209.0634,120.5321,212.1385,230.5405,2.6597,3.744,2.8577,23.93,,,,,,,,9477.5
2021-12-15,3318.9801,5005.8991,7314.2586,7955.5813,23420.76,431.3366,4709.85,6.3716,96.3421,364.36,74.42,4441,3293.1,,,17.25,25.79,205.4098,209.0442,120.5727,212.0693,230.5155,2.6628,3.7514,2.8502,23.67,,,,,,,,9257
2021-12-14,3350.4973,5049.6953,7324.1331,7981.8275,23635.95,431.0114,4634.09,6.367500000000001,96.5608,368.52,73.27,4382,3267.78,,,17.39,25.79,205.393,209.0058,120.5731,211.9311,230.4766,2.6857,3.769,2.8477,24.07,,,,,,,,9388
2021-12-13,3366.0678,5083.8007,7353.0306,7984.8993,23954.58,432.9017,4668.97,6.366899999999999,96.35289999999999,368.14,74.32,4415,3306.4,,,17.5,25.83,205.2761,208.9852,120.5144,211.7428,230.4642,2.7098,3.7757,2.8552,23.99,,,,,,,,9465
2021-12-10,3353.6302,5055.1172,7306.646,7949.1249,23995.72,431.1338,4712.02,6.3702,96.04960000000001,365.62,75.27,4322,3332.75,,,17.41,25.66,205.3213,208.8801,120.5724,211.6458,230.3214,2.7187,3.7745,2.8426,24.46,,,,,,,,9454
2021-12-09,3360.1836,5078.6901,7320.3177,7931.7565,24254.86,430.1082,4667.45,6.3498,96.22330000000001,366.72,74.01,4293,3353.24,,,17.48,25.6,205.1828,208.8392,120.5008,211.5064,230.2791,2.7468,3.7868,2.8526,24.55,,,,,,,,9550.5
2021-12-08,3304.708,4995.9298,7302.9905,7922.5518,23996.87,427.1877,4701.21,6.367699999999999,95.9604,368.28,75.93,4350,3293.72,,,17.21,25.58,205.2083,208.8093,120.5263,211.4765,230.2413,2.7565,3.7931,2.8551,24.5,,,,,,,,9653
2021-12-07,3254.4994,4922.1015,7206.8257,7781.4416,23983.66,423.9363,4686.75,6.3738,96.3046,367.88,75.33,4450,3300.2,,,16.95,25.17,205.3453,208.7934,120.618,211.6016,230.2179,2.7387,3.7802,2.8451,24.61,,,,,,,,9550.5
2021-12-06,3228.1422,4892.6209,7240.4558,7906.7563,23349.38,429.9214,4591.67,6.3702,96.27770000000001,368.68,73.6,4359,3262.63,,,16.89,25.49,205.4841,208.7475,120.7108,211.6351,230.1638,2.717,3.7699,2.8176,24.74,,,,,,,,9577
2021-12-03,3221.4223,4901.0175,7301.9173,8023.9634,23766.69,433.9643,4538.43,6.3738,96.17150000000001,365.92,70.14,4384,3258.21,,,16.96,25.78,204.8871,208.5925,120.3878,211.2573,229.9899,2.7448,3.7917,2.8701,24.75,,,,,,,,9417
2021-12-02,3190.8718,4856.163,7229.988,7968.235,23788.93,431.69,4577.1,6.371900000000001,96.1246,367,70.47,4288,3226.95,,,16.81,25.54,205.0176,208.5635,120.4758,211.352,229.9611,2.732,3.8118,2.8601,24.47,,,,,,,,9469.5
2021-12-01,3180.418,4843.851,7272.837,8055.8207,23658.92,431.2233,4513.04,6.369299999999999,96.0407,368.74,68.94,4306,3200.53,,,16.75,25.78,205.1735,208.5008,120.5788,211.4116,229.9061,2.717,3.8107,2.8401,24.61,,,,,,,,9373
2021-11-30,3165.3496,4832.026,7252.7552,8054.2904,23475.26,429.0251,4567,6.3794,95.897,370.24,70.22,4163,3159.96,8.5,10.1,16.73,25.68,205.2564,208.444,120.6385,211.3817,229.8473,2.7119,3.8105,2.825,24.43,50.1,5.2,3.9,21.49,31.32,2.3,12.9,9451
2021-11-29,3187.0485,4851.423,7221.8978,7999.8331,23852.24,428.4649,4655.27,6.3872,96.17200000000001,371.42,73.26,4145,3168.4,,,16.8,25.56,205.311,208.4432,120.6813,211.4559,229.8605,2.699,3.81,2.825,24.54,,,,,,,,9600
2021-11-26,3187.3579,4860.1265,7219.8622,7940.7888,24080.52,426.7086,4594.62,6.3936,96.064,372.7,71.8,4104,3213.24,,,16.78,25.41,205.309,208.3394,120.7116,211.4075,229.726,2.694,3.8072,2.82,24.69,,,,,,,,9445
2021-11-25,3218.0514,4896.4416,7233.5423,7925.7602,24740.16,426.4293,,6.398,96.786,369.78,80.98,4471,3235.92,,,16.89,25.39,204.9892,208.288,120.532,211.2437,229.6566,2.7139,3.8142,2.855,24.5,,,,,,,,9761
2021-11-24,3231.8354,4916.6579,7256.1117,7938.7737,24685.5,426.8673,4701.46,6.390300000000001,96.84299999999999,369.76,81,4502,3245.44,,,16.96,25.46,204.9438,208.2284,120.5155,211.128,229.5721,2.7369,3.8212,2.86,24.36,,,,,,,,9845
2021-11-23,3224.1546,4913.3457,7261.3791,7941.5587,24651.58,426.9951,4690.7,6.392899999999999,96.4934,371.78,82.18,4315,3223.6,,,16.96,25.49,204.6757,208.1612,120.3666,210.9615,229.4983,2.7588,3.8266,2.8875,24.53,,,,,,,,9729
2021-11-22,3212.1514,4912.399,7255.0736,7947.3717,24951.34,427.4367,4682.94,6.3952,96.50359999999999,379.14,79.5,4300,3201.01,,,16.98,25.48,204.6958,208.1052,120.389,210.9472,229.4494,2.7637,3.8305,2.8876,24.39,,,,,,,,9671.5
2021-11-19,3212.9077,4890.0575,7169.8759,7803.7626,25049.97,423.8014,4697.96,6.382499999999999,96.0672,382.74,78.66,4285,3260.83,,,16.85,25.05,204.5027,208.0257,120.3054,210.8192,229.3637,2.7775,3.84,2.9302,24.16,,,,,,,,9651
2021-11-18,3173.3758,4837.6185,7084.6827,7714.7966,25319.72,420.1933,4704.54,6.380300000000001,95.54140000000001,383.54,81.05,4169,3159.56,,,16.67,24.77,204.5616,207.9789,120.3509,210.8053,229.3147,2.7774,3.8366,2.9146,24.34,,,,,,,,9480
2021-11-17,3208.7759,4885.7544,7104.5344,7725.0924,25650.08,420.0533,4688.67,6.3935,95.7991,382.26,80.21,4216,3203.57,,,16.83,24.73,204.441,207.9207,120.2896,210.7156,229.2422,2.787,3.8559,2.9295,24.33,,,,,,,,9363
2021-11-16,3222.1731,4883.3206,7045.9387,7589.1814,25713.78,418.3645,4700.9,6.3924,95.91159999999999,384.02,82.27,4128,3189.95,,,16.79,24.3,204.451,207.8717,120.306,210.7306,229.1865,2.7917,3.8606,2.9244,24.16,,,,,,,,9529
2021-11-15,3221.6866,4882.3777,7098.2129,7676.4847,25390.91,420.9267,4682.8,6.3896,95.5242,382.2,82.17,4138,3217.55,,,16.77,24.56,204.4015,207.8265,120.2869,210.6206,229.1365,2.8077,3.8606,2.9269,24.27,,,,,,,,9667
2021-11-12,3220.5481,4888.3749,7156.6127,7697.8082,25327.97,421.7238,4682.85,6.406499999999999,95.1166,383.6,81.95,4249,3246.48,,,16.82,24.69,204.2102,207.721,120.2043,210.4641,229.0004,2.8387,3.8618,2.9391,24.12,,,,,,,,9745.5
2021-11-11,3233.3702,4898.6529,7119.8589,7593.7315,25247.99,419.0865,4649.27,6.414499999999999,95.15070000000001,383.36,82.64,4443,3295.11,,,16.89,24.41,204.1752,207.7022,120.1939,210.4015,228.9895,2.8416,3.8612,2.9365,24,,,,,,,,9628
2021-11-10,3170.4046,4821.1925,7062.3313,7535.2279,24996.14,415.0191,4646.71,6.3948,94.8998,377.46,82.72,4246,3112.9,,,16.62,24.22,204.396,207.6881,120.3359,210.4993,228.9711,2.8273,3.8508,2.9139,24.06,,,,,,,,9480
2021-11-09,3186.9577,4846.7444,7081.7539,7531.9583,24813.13,414.9267,4685.25,6.390300000000001,93.972,377.46,85.2,4257,3028.35,,,16.73,24.24,204.402,207.6375,120.3499,210.4089,228.9038,2.8229,3.8444,2.8988,24.19,,,,,,,,9568
2021-11-08,3196.2701,4848.1795,7026.9715,7422.9067,24763.77,412.5677,4701.7,6.395900000000001,94.0493,375.9,83.68,4312,3027.93,,,16.74,23.91,204.4628,207.6507,120.3966,210.5458,228.9309,2.8099,3.8354,2.9013,23.71,,,,,,,,9662
2021-11-05,3201.5462,4842.3458,6991.9077,7389.5866,24870.51,410.7653,4697.53,6.398,94.22409999999999,371.74,82.55,4247,2993.14,,,16.7,23.78,204.444,207.5391,120.4167,210.4736,228.8087,2.7848,3.8641,2.8911,23.25,,,,,,,,9504
2021-11-04,3207.2639,4868.7419,7073.8522,7483.6923,25225.19,413.7272,4680.06,6.3943,94.3281,366.58,80.95,4226,3037.03,,,16.8,24.09,204.0035,207.4222,120.1645,210.1895,228.664,2.8099,3.8853,2.9261,23.02,,,,,,,,9413
2021-11-03,3181.4505,4821.1119,7017.8541,7385.1994,25024.75,410.4771,4660.57,6.407900000000001,93.86710000000001,368.04,81.38,4385,3048.16,,,16.62,23.8,203.8749,207.334,120.0983,210.1087,228.5674,2.8477,3.9068,2.9385,22.8,,,,,,,,9480.5
2021-11-02,3212.0258,4839.8457,6985.0998,7368.5999,25099.67,409.4361,4630.65,6.400899999999999,94.107,371.26,84.09,4230,3001.34,,,16.75,23.74,203.8791,207.2088,120.1113,209.9934,228.4206,2.8396,3.9048,2.9259,23,,,,,,,,9514
2021-11-01,3250.915,4890.6851,7060.756,7455.6105,25154.32,411.24,4613.67,6.4192,93.8717,368.78,84.55,4509,3067.65,,,16.75,23.62,203.6077,207.1149,119.96,209.7795,228.3032,2.8727,3.9249,2.9435,22.83,,,,,,,,9501.5
2021-10-31,,,,,,,,,,,,,,8.7,10,,,,,,,,,,,,49.2,6.1,4.9,26.62,20.01,1.5,13.5,
2021-10-29,3267.2491,4908.7701,7022.4992,7385.3049,25377.24,408.1213,4605.38,6.390700000000001,94.1408,370.48,83.53,4646,3092.67,,,17.18,24.11,203.2315,206.9904,119.767,209.5859,228.1482,2.8951,3.9299,2.9732,22.53,,,,,,,,9544
2021-10-28,3239.6104,4864.138,6950.2768,7267.8506,25555.73,405.5449,4596.42,6.3957,93.36059999999999,372.56,83.9,4712,3125.97,,,17,23.7,203.1557,206.8812,119.7323,209.5311,228.015,2.8926,3.9302,2.9682,22.28,,,,,,,,9640
2021-10-27,3247.0966,4898.1644,7048.604,7433.5459,25628.74,408.7573,4551.68,6.3856,93.8649,368.92,83.5,4655,3186.88,,,17.15,24.24,203.002,206.7922,119.651,209.4641,227.9201,2.9085,3.9448,2.9781,22.2,,,,,,,,9573.5
2021-10-26,3290.0363,4963.0984,7102.4335,7508.6886,26038.27,409.7382,4574.79,6.389,93.95909999999999,371.64,85.42,4917,3227.77,,,17.36,24.45,202.9321,206.6986,119.6198,209.3711,227.796,2.9162,3.968,2.978,21.97,,,,,,,,9762
2021-10-25,3312.3031,4979.5235,7103.9856,7532.3726,26132.03,409.2878,4566.48,6.3924,93.83930000000001,370.14,85.17,4825,3296.09,,,17.48,24.51,202.8439,206.6202,119.5777,209.2873,227.7117,2.9352,3.9862,2.9879,21.25,,,,,,,,9843
2021-10-22,3318.1275,4959.7254,7026.0676,7438.4806,26126.93,407.1556,4544.9,6.4032,93.6116,371.08,85.77,4900,3365.21,,,17.41,24.2,202.8445,206.5024,119.6095,209.2254,227.5553,2.9558,3.9897,2.9953,20.39,,,,,,,,9740
2021-10-21,3278.5419,4928.0156,7098.2542,7503.5343,26017.53,408.9145,4549.78,6.389,93.7562,369.54,84.75,4976,3313.05,,,17.31,24.42,202.8822,206.4398,119.6424,209.1523,227.4835,2.9438,3.9986,2.9702,20.17,,,,,,,,9786
2021-10-20,3254.9981,4910.1846,7118.7959,7523.5614,26136.02,409.1481,4536.19,6.406899999999999,93.6112,367.66,85.89,5304,3252.22,,,17.17,24.39,202.6175,206.3848,119.4948,208.9639,227.4132,2.9786,4.0094,2.9978,20.41,,,,,,,,10210
2021-10-19,3256.668,4922.7232,7120.3794,7504.0545,25787.21,408.8601,4519.63,6.430700000000001,93.77969999999999,368.76,85.15,5546,3275.53,,,17.22,24.28,202.4124,206.3174,119.3828,208.7928,227.3299,3.0128,4.0215,3.0102,20.15,,,,,,,,10119
2021-10-18,3229.6313,4874.7753,7068.1048,7429.6256,25409.75,406.645,4486.46,6.43,93.95909999999999,367.58,84.15,5422,3296.46,,,17.07,24.05,202.0528,206.3407,119.1785,208.8438,227.3687,3.0089,4.0094,3.0426,19.8,,,,,,,,10206
2021-10-15,3294.8333,4932.1084,7024.1596,7350.4129,25330.96,404.4551,4471.37,6.4386,93.9657,372.58,84.92,5515,3337.18,,,17.25,23.73,202.8883,206.3363,119.7094,209.3289,227.3851,2.9093,3.9882,2.9683,19.36,,,,,,,,10215
2021-10-14,3270.692,4913.6123,7008.3326,7342.2544,,402.559,4438.26,6.4414,93.9823,373.24,84.07,5465,3351.28,,,17.12,23.76,203.0442,206.3044,119.8131,209.3879,227.3569,2.897,3.9809,2.9581,18.54,,,,,,,,10000
2021-10-13,3292.7624,4940.1089,6981.5947,7289.3627,,401.0766,4363.8,6.4612,94.0244,368.1,83.37,5421,3419.49,,,17.2,23.64,203.044,206.2829,119.8235,209.3703,227.3506,2.8985,3.9709,2.9578,18.1,,,,,,,,9718
2021-10-12,3259.3796,4883.8369,6952.1903,7208.473,24962.59,401.303,4350.65,6.444700000000001,94.5196,368.22,83.38,5562,3434.99,,,16.96,23.52,203.1056,206.2809,119.8708,209.4687,227.3453,2.8943,3.9728,2.9657,17.53,,,,,,,,9454
2021-10-11,3276.4071,4936.1918,7090.4673,7384.8436,25325.09,407.1339,4361.19,6.447900000000001,94.3669,366.16,83.69,5808,3419.39,,,17.12,24.12,203.2307,206.3365,119.9561,209.5357,227.4211,2.8795,3.9537,2.958,17.89,,,,,,,,9531
2021-10-09,,,,,,,,,,,,,,,,,,,,,,,2.8201,3.9331,2.9186,17.68,,,,,,,,
2021-10-08,3256.2613,4929.9409,7091.3356,7425.6688,24837.85,407.7653,4391.34,6.4604,94.1027,367.54,82.58,5750,3384.21,,,17.13,24.22,203.7051,206.4122,120.2713,209.7925,227.53,2.8227,3.9246,2.9131,18.04,,,,,,,,9350
2021-10-07,,,,,24701.73,,4399.76,,94.2227,,82.48,,,,,,,,,,,,,,,,,,,,,,,9306
2021-10-06,,,,,23966.49,,4363.55,,94.2243,,80.83,,,,,,,,,,,,,,,,,,,,,,,9087
2021-10-05,,,,,24104.15,,4345.72,,93.9797,,82.56,,,,,,,,,,,,,,,,,,,,,,,9141.5
2021-10-04,,,,,24036.37,,4300.46,,93.81819999999999,,81.27,,,,,,,,,,,,,,,,,,,,,,,9272.5
2021-10-01,,,,,,,4357.04,,94.0747,,79.24,,,,,,,,,,,,,,,,,,,,,,,9154
2021-09-30,3196.9905,4866.3826,7103.6076,7405.4623,24575.64,407.6524,4307.54,6.4854,94.2638,362.78,78.36,5706,3394.35,8.3,10,16.9,24.15,203.8549,206.212,120.4448,209.7738,227.2879,2.77,3.8959,2.8776,18.83,49.6,7.3,4.4,27.7,16.67,0.7,10.7,8948
2021-09-29,3199.2259,4833.9281,7010.2192,7199.1794,24663.5,402.7527,4359.46,6.4662,94.3703,364.48,77.9,5657,3356.8,,,16.75,23.53,203.8499,206.1507,120.4523,209.6245,227.1981,2.7886,3.885,2.8646,18.96,,,,,,,,9160.5
2021-09-28,3211.1538,4883.828,7198.8966,7468.7328,24500.39,409.1533,4352.63,6.4608,93.7215,364.22,77.43,5634,3382.58,,,16.89,24.44,203.7152,206.1813,120.3822,209.5618,227.2382,2.8366,3.875,2.8769,19.1,,,,,,,,9256
2021-09-27,3199.9747,4877.3698,7170.5899,7467.8178,24208.78,407.5991,4443.11,6.469500000000001,93.42269999999999,367.86,78.63,5564,3272.55,,,16.89,24.43,203.769,206.1936,120.4249,209.6446,227.2557,2.8238,3.8769,2.8825,19.26,,,,,,,,9350.5
2021-09-26,,,,,,,,,,,,,,,,,,,,,,,2.7963,3.8557,2.8797,18.97,,,,,,,,
2021-09-24,3145.112,4849.4277,7380.3843,7695.6176,24192.16,414.166,4455.48,6.459900000000001,93.271,366.78,77.2,5468,3378.77,,,16.72,25.3,203.7856,206.1854,120.4663,209.6308,227.252,2.7973,3.8436,2.8719,19.29,,,,,,,,9355
2021-09-23,3127.8207,4853.1957,7502.8391,7806.8018,24510.98,417.1951,4448.98,6.474899999999999,93.09870000000001,369.26,76.47,5605,3409.65,,,16.7,25.76,203.8372,206.1971,120.5077,209.6749,227.2664,2.7878,3.8412,2.8565,19.45,,,,,,,,9279
2021-09-22,3122.3371,4821.7675,7453.6247,7769.0601,,415.1055,4395.64,6.4693,93.47630000000001,372.52,75.85,5656,3344.32,,,16.62,25.63,203.7399,206.1835,120.46,209.6487,227.235,2.7906,3.836,2.8639,19.64,,,,,,,,9296.5
2021-09-21,,,,,24221.54,,4354.19,,93.2172,,74.68,,,,,,,,,,,,,,,,,,,,,,,9018
2021-09-20,,,,,24099.14,,4357.73,,93.2498,,74.25,,,,,,,,,,,,,,,,,,,,,,,9006
2021-09-18,,,,,,,,,,,,,,,,,,,,,,,2.8214,3.8126,2.8717,20,,,,,,,,
2021-09-17,3161.9221,4855.9402,7395.5645,7730.2239,24920.76,413.3462,4432.99,6.452700000000001,93.2563,367.86,75.49,5478,3266.77,,,16.76,25.39,203.4602,206.1045,120.3451,209.4698,227.1628,2.8201,3.8092,2.8785,19.92,,,,,,,,9267
2021-09-16,3128.5886,4807.6978,7446.9353,7754.9469,24667.85,413.4646,4473.75,6.433,92.8677,371.76,75.67,5541,3251.3,,,16.57,25.51,203.3295,206.1085,120.2773,209.323,227.1815,2.8344,3.7987,2.8885,20.01,,,,,,,,9332
2021-09-15,3146.6337,4867.3187,7592.3059,7972.2325,25033.21,420.6967,4480.7,6.4492,92.4895,374.82,75.5,5518,3331.78,,,16.78,26.2,203.2785,206.0971,120.2573,209.4205,227.1779,2.8385,3.8004,2.9009,19.89,,,,,,,,9608.5
2021-09-14,3188.2607,4917.1617,7556.6157,7916.896,25502.23,421.0035,4443.05,6.45,92.6639,373.82,73.91,5492,3372.99,,,16.98,25.99,203.3011,206.1136,120.2813,209.3618,227.2037,2.8291,3.7965,2.8858,20.03,,,,,,,,9432.5
2021-09-13,3242.0364,4991.6598,7648.7481,7947.4812,25813.81,425.2236,4468.73,6.449699999999999,92.6151,373.3,73.67,5642,3472.8,,,17.18,26.22,203.3905,206.1281,120.3454,209.5266,227.2145,2.8023,3.7728,2.8908,20.02,,,,,,,,9536
2021-09-10,3252.3246,5013.5219,7607.6749,7932.6512,26205.91,424.4238,4458.58,6.4566,92.63980000000001,375.5,72.95,5640,3397.29,,,17.27,26.11,203.4812,206.0615,120.4312,209.5606,227.151,2.7809,3.7216,2.8656,20.38,,,,,,,,9687.5
2021-09-09,3204.2782,4970.0133,7617.4505,7900.2375,25716,424.6316,4493.28,6.461500000000001,92.5094,373.2,71.37,5682,3379.32,,,17.11,26.02,203.433,206.0903,120.4128,209.5887,227.1889,2.78,3.7308,2.873,20.55,,,,,,,,9395
2021-09-08,3213.2567,4972.1324,7544.0411,7894.2516,26320.93,424.6167,4514.07,6.4674,92.7157,374.96,72.66,5452,3371.58,,,17.12,25.9,203.4649,206.1086,120.4424,209.6254,227.2063,2.7809,3.7329,2.8705,20.24,,,,,,,,9269.5
2021-09-07,3248.0524,4992.8294,7498.9255,7878.3488,26353.63,423.4562,4520.03,6.4533,92.5393,379.42,71.53,5494,3371.7,,,17.24,25.66,203.5672,206.1002,120.5143,209.7011,227.1867,2.773,3.7203,2.8604,20.44,,,,,,,,9337
2021-09-06,3211.198,4933.7262,7355.4013,7735.0996,26163.63,418.1269,,6.4529,92.2235,380.96,72.1,5473,3357.79,,,17.07,25.09,203.7886,206.0861,120.6574,209.7708,227.1749,2.7513,3.7277,2.8354,20.62,,,,,,,,9454
2021-09-03,3175.8791,4843.0624,7278.6809,7630.8413,25901.99,415.6746,4535.43,6.457699999999999,92.1331,378.54,72.48,5408,3382.17,,,16.74,24.9,203.7558,206.0173,120.6693,209.7214,227.0962,2.7471,3.731,2.8327,21.01,,,,,,,,9470
2021-09-02,3167.0972,4869.4113,7307.0084,7690.8589,26090.43,416.4013,4536.95,6.4594,92.21669999999999,378.92,72.84,5273,3374.65,,,16.83,25.07,203.7926,205.9962,120.7019,209.7309,227.0723,2.7344,3.7356,2.8301,20.96,,,,,,,,9400
2021-09-01,3165.0371,4869.4587,7193.1,7606.8742,26028.29,410.499,4524.09,6.468,92.5027,379.12,71.31,5242,3323.91,,,16.87,24.51,203.7964,205.9489,120.7147,209.6934,227.0114,2.7312,3.7346,2.8226,20.75,,,,,,,,9336
2021-08-31,3097.0584,4805.6099,7255.3418,7728.4217,25878.99,409.6054,4522.68,6.467900000000001,92.654,378.84,71.7,5308,3224.52,8.2,10.3,17.49,27.09,203.517,205.9175,120.5577,209.5378,226.9706,2.743,3.7724,2.845,20.77,50.1,8.9,2.5,25.09,32.41,0.8,9.5,9535
2021-08-30,3112.7022,4813.2703,7226.8823,7727.7454,25539.54,408.6645,4528.79,6.4677,92.7007,379.04,72.11,5354,3157.09,,,17.56,26.95,203.4403,205.8891,120.5223,209.4604,226.9387,2.7404,3.7737,2.8505,20.91,,,,,,,,
2021-08-27,3123.049,4827.0433,7180.1088,7680.0781,25407.89,406.7516,4509.37,6.486300000000001,92.7007,377.78,71.67,5222,3218.71,,,17.6,26.72,203.2213,205.8131,120.4226,209.3596,226.8569,2.751,3.7822,2.8698,20.98,,,,,,,,9420
2021-08-26,3088.8314,4801.6094,7118.8442,7669.5282,25415.69,405.4712,4470,6.473,93.05850000000001,373.96,70.52,5108,3232.51,,,17.5,26.52,203.0939,205.8375,120.3567,209.2929,226.8749,2.7689,3.7626,2.8848,20.89,,,,,,,,9299
2021-08-25,3159.8034,4898.1572,7153.0043,7769.6268,25693.95,405.9084,4496.19,6.4728,92.822,375.54,71.93,5236,3260.84,,,17.87,26.73,203.4177,205.8982,120.5614,209.5248,226.9305,2.7381,3.7421,2.8547,20.94,,,,,,,,9345
2021-08-24,3147.7685,4888.3902,7090.7817,7715.0732,25727.92,404.6199,4486.23,6.480499999999999,92.884,377.68,71.2,5235,3300.84,,,17.82,26.52,203.3249,205.8682,120.5163,209.3852,226.9021,2.747,3.7417,2.8522,20.9,,,,,,,,9357.5
2021-08-23,3099.8867,4835.8782,7024.5647,7652.5587,25109.59,402.213,4479.53,6.496899999999999,92.9875,374.88,68.78,5102,3284.87,,,17.6,26.32,203.2344,205.854,120.4725,209.3568,226.8706,2.7472,3.7416,2.8672,21.29,,,,,,,,9238
2021-08-20,3072.7545,4769.2678,6920.0248,7467.3611,24849.72,399.4716,4441.67,6.4984,93.4571,375.5,65,5100,3285.7,,,17.34,25.73,203.3463,205.7852,120.5712,209.3986,226.7784,2.74,3.7401,2.852,21.21,,,,,,,,9051.5
2021-08-19,3144.3746,4862.1394,6947.0564,7468.7727,25316.33,400.454,4405.8,6.4853,93.5586,374.28,66.56,5017,3285,,,17.7,25.69,203.3882,205.7414,120.6069,209.377,226.741,2.7337,3.7396,2.8395,21.32,,,,,,,,8885
2021-08-18,3190.5518,4894.2384,6941.008,7405.4856,25867.01,400.7844,4400.27,6.4915,93.157,375.4,67.5,5144,3333.65,,,17.81,25.59,203.2124,205.6815,120.5119,209.1924,226.6722,2.7373,3.7421,2.8494,21.62,,,,,,,,9055.5
2021-08-17,3149.8783,4837.4034,6894.4042,7360.033,25745.87,399.1793,4448.08,6.4765,93.1443,375.02,69.11,5345,3294.11,,,17.6,25.42,202.8157,205.6323,120.2846,208.994,226.6662,2.7717,3.7224,2.8819,21.44,,,,,,,,9224
2021-08-16,3222.6222,4941.0676,7052.4876,7568.1374,26181.46,403.3937,4479.71,6.471699999999999,92.6184,371.24,69.57,5328,3301.51,,,17.98,26.05,202.7053,205.5764,120.2288,208.9717,226.6102,2.7747,3.7108,2.8943,21.49,,,,,,,,9439
2021-08-13,3217.8366,4945.9829,7088.8876,7641.9169,26391.62,403.8807,4468,6.479900000000001,92.5226,368.04,70.25,5482,3281.54,,,18.01,26.28,202.7825,205.4809,120.3068,208.9754,226.4969,2.761,3.7024,2.8792,21.4,,,,,,,,9520
2021-08-12,3226.1135,4973.3509,7095.2024,7657.5268,26517.82,403.2486,4460.83,6.4754,93.025,367.16,71.15,5442,3291.66,,,18.12,26.27,202.9782,205.4446,120.4348,209.0139,226.4565,2.7592,3.7017,2.8566,21.47,,,,,,,,9465.5
2021-08-11,3262.5751,5015.3406,7073.5219,7605.9175,26660.16,402.6189,4447.7,6.4831,92.91749999999999,363.52,71.62,5597,3328.37,,,18.3,26.08,202.7515,205.3994,120.3092,208.8491,226.4012,2.7854,3.7014,2.8841,21.45,,,,,,,,9535
