date,增长因子,通胀因子,利率因子,信用因子,汇率因子,地缘因子,流动性因子
2001-06-08,,,,,0.100716,,
2001-06-11,,,,,0.702171,,
2001-06-12,,,,,-0.367189,,
2001-06-13,,,,,-0.486090,,
2001-06-14,,,,,-0.877570,,
2001-06-15,,,,,0.253939,,
2001-06-18,,,,,0.059159,,
2001-06-19,,,,,0.572874,,
2001-06-20,,,,,0.075573,,
2001-06-21,,,,,-0.201662,,
2001-06-22,,,,,0.016825,,
2001-06-25,,,,,-0.497412,,
2001-06-26,,,,,-0.211515,,
2001-06-27,,,,,0.262210,,
2001-06-28,,,,,1.367533,,
2001-06-29,,,,,-0.484466,,
2001-07-02,,,,,0.200751,,
2001-07-03,,,,,-0.058511,,
2001-07-04,,,,,0.258867,,
2001-07-05,,,,,0.822228,,
2001-07-06,,,,,-0.830570,,
2001-07-09,,,,,-0.008343,,
2001-07-10,,,,,-0.635934,,
2001-07-11,,,,,-0.412162,,
2001-07-12,,,,,0.378579,,
2001-07-13,,,,,0.201330,,
2001-07-16,,,,,-0.025143,,
2001-07-17,,,,,-0.335853,,
2001-07-18,,,,,-1.286631,,
2001-07-19,,,,,-0.042602,,
2001-07-20,,,,,-0.102331,,
2001-07-23,,,,,0.544542,,
2001-07-24,,,,,-0.621354,,
2001-07-25,,,,,-0.410682,,
2001-07-26,,,,,0.085696,,
2001-07-27,,,,,0.171178,,
2001-07-30,,,,,0.222085,,
2001-07-31,,,,,-0.017064,,
2001-08-01,,,,,-0.530507,,
2001-08-02,,,,,-0.240508,,
2001-08-03,,,,,-0.120472,,
2001-08-06,,,,,0.240797,,
2001-08-07,,,,,0.351558,,
2001-08-08,,,,,-0.248533,,
2001-08-09,,,,,-1.113089,,
2001-08-10,,,,,0.034702,,
2001-08-13,,,,,-0.243160,,
2001-08-14,,,,,-0.540544,,
2001-08-15,,,,,-1.054581,,
2001-08-16,,,,,-0.097229,,
2001-08-17,,,,,-0.079625,,
2001-08-20,,,,,0.362211,,
2001-08-21,,,,,-0.097050,,
2001-08-22,,,,,-0.017659,,
2001-08-23,,,,,-0.159040,,
2001-08-24,,,,,0.212001,,
2001-08-27,,,,,0.052926,,
2001-08-28,,,,,0.035271,,
2001-08-29,,,,,0.096930,,
2001-08-30,,,,,-0.618436,,
2001-08-31,,,,,0.512687,,
2001-09-03,,,,,0.220177,,
2001-09-04,,,,,1.752826,,
2001-09-05,,,,,-0.069182,,
2001-09-06,,,,,-0.546471,,
2001-09-07,,,,,-0.803426,,
2001-09-10,,,,,0.454901,,
2001-09-17,,,,,-2.259782,,
2001-09-18,,,,,-0.080386,,
2001-09-19,,,,,-0.277365,,
2001-09-20,,,,,0.232685,,
2001-09-21,,,,,1.040424,,
2001-09-24,,,,,-0.177090,,
2001-09-25,,,,,-0.497511,,
2001-09-26,,,,,0.008908,,
2001-09-27,,,,,0.612602,,
2001-09-28,,,,,0.441580,,
2001-10-01,,,,,-0.423882,,
2001-10-02,,,,,0.008851,,
2001-10-03,,,,,0.344508,,
2001-10-04,,,,,-0.211863,,
2001-10-05,,,,,-0.221171,,
2001-10-08,,,,,-0.283821,,
2001-10-09,,,,,0.672749,,
2001-10-10,,,,,0.308302,,
2001-10-11,,,,,0.648731,,
2001-10-12,,,,,-0.481762,,
2001-10-15,,,,,-0.061481,,
2001-10-16,,,,,0.087818,,
2001-10-17,,,,,0.402978,,
2001-10-18,,,,,-0.026231,,
2001-10-19,,,,,0.445010,,
2001-10-22,,,,,0.771869,,
2001-10-23,,,,,0.086354,,
2001-10-24,,,,,-0.216029,,
2001-10-25,,,,,-0.043258,,
2001-10-26,,,,,0.086504,,
2001-10-29,,,,,-1.051772,,
2001-10-30,,,,,-0.078678,,
2001-10-31,,,,,0.445010,,
2001-11-01,,,,,-0.348860,,
2001-11-02,,,,,0.069871,,
2001-11-05,,,,,0.000000,,
2001-11-06,,,,,0.235445,,
2001-11-07,,,,,0.147966,,
2001-11-08,,,,,0.130367,,
2001-11-09,,,,,-0.034750,,
2001-11-12,,,,,0.216986,,
2001-11-13,,,,,0.914830,,
2001-11-14,,,,,-0.171973,,
2001-11-15,,,,,0.266430,,
2001-11-16,,,,,-0.085865,,
2001-11-19,,,,,0.445699,,
2001-11-20,,,,,-0.265465,,
2001-11-21,,,,,0.453437,,
2001-11-22,,,,,0.127960,,
2001-11-23,,,,,0.025571,,
2001-11-26,,,,,-0.187682,,
2001-11-27,,,,,-0.188036,,
2001-11-28,,,,,-0.617869,,
2001-11-29,,,,,-0.034439,,
2001-11-30,,,,,0.000000,,
2001-12-03,,,,,-0.146493,,
2001-12-04,,,,,0.103433,,
2001-12-05,,,,,0.283885,,
2001-12-06,,,,,-0.672306,,
2001-12-07,,,,,0.448706,,
2001-12-10,,,,,0.094660,,
2001-12-11,,,,,-0.180792,,
2001-12-12,,,,,-0.622356,,
2001-12-13,,,,,0.406699,,
2001-12-14,,,,,-0.754134,,
2001-12-17,,,,,0.000000,,
2001-12-18,,,,,0.191240,,
2001-12-19,,,,,0.286174,,
2001-12-20,,,,,0.095203,,
2001-12-21,,,,,1.195359,,
2001-12-24,,,,,0.817303,,
2001-12-26,,,,,-0.076343,,
2001-12-27,,,,,-0.237871,,
2001-12-28,,,,,-0.264019,,
2001-12-31,,,,,-0.435881,,
2002-01-02,,,,,-0.825668,,
2002-01-03,,,,,0.275981,,
2002-01-04,,,,,0.189297,,
2002-01-07,,,,,0.000000,,
2002-01-08,,,,,0.428891,,
2002-01-09,,,,,0.153951,,
2002-01-10,,,,,-0.111168,,
2002-01-11,,,,,-0.205548,,
2002-01-14,,,,,0.000000,,
2002-01-15,,,,,0.555725,,
2002-01-16,,,,,0.255445,,
2002-01-17,,,,,0.220865,,
2002-01-18,,,,,-0.288916,,
2002-01-21,,,,,0.127569,,
2002-01-22,,,,,0.076459,,
2002-01-23,,,,,0.609604,,
2002-01-24,,,,,0.143392,,
2002-01-25,,,,,1.014725,,
2002-01-28,,,,,0.158408,,
2002-01-29,,,,,-0.350495,,
2002-01-30,,,,,0.091916,,
2002-01-31,,,,,0.425050,,
2002-02-01,,,,,-0.374951,,
2002-02-04,,,,,-0.745740,,
2002-02-05,,,,,0.419640,,
2002-02-06,,,,,-0.083786,,
2002-02-07,,,,,-0.192980,,
2002-02-08,,,,,-0.075612,,
2002-02-11,,,,,-0.454892,,
2002-02-12,,,,,-0.160549,,
2002-02-13,,,,,0.464040,,
2002-02-14,,,,,-0.311936,,
2002-02-15,,,,,0.143440,,
2002-02-18,,,,,0.134820,,
2002-02-19,,,,,-0.337383,,
2002-02-20,,,,,0.480425,,
2002-02-21,,,,,0.193208,,
2002-02-22,,,,,-0.572297,,
2002-02-25,,,,,0.547111,,
2002-02-26,,,,,0.577531,,
2002-02-27,,,,,-0.208864,,
2002-02-28,,,,,-0.343481,,
2002-03-01,,,,,0.201206,,
2002-03-04,,,,,-0.495366,,
2002-03-05,,,,,-0.202206,,
2002-03-06,,,,,-0.515793,,
2002-03-07,,,,,-0.988248,,
2002-03-08,,,,,1.013676,,
2002-03-11,,,,,-0.220597,,
2002-03-12,,,,,0.059440,,
2002-03-13,,,,,0.135728,,
2002-03-14,,,,,-0.569607,,
2002-03-15,,,,,-0.059699,,
2002-03-18,,,,,0.238581,,
2002-03-19,,,,,0.000000,,
2002-03-20,,,,,-0.238581,,
2002-03-21,,,,,0.255599,,
2002-03-22,,,,,0.449978,,
2002-03-25,,,,,0.042342,,
2002-03-26,,,,,0.033865,,
2002-03-27,,,,,0.338011,,
2002-03-28,,,,,0.067467,,
